Name,Pos,Age,Date of Death,Include,BirthDate,Yrs,From,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds,Att,Yds,TD,Lng,Rec,Yds,TD,Lng,Tkl,Int,Sk,,,,,,,
Charley Ellzey,C-LB,75,1/27/2014,1,2/17/1938,2,1960,1961,0,0,0,6,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Fred Enke,QB,89,4/13/2014,1,12/15/1924,7,1948,1954,0,0,3,0,68,297,689,4169,31,65,53,,,170,640,1,41,4,39,0,18,,,,,,,,,,
Bobby Epps,FB,82,11/14/2014,1,3/25/1932,3,1954,1957,0,0,2,0,31,0,1,0,0,0,0,,,188,771,2,55,18,109,0,34,,,,,,,,,,
Ledio Fanucchi,T-DT,83,11/27/2014,1,3/27/1931,1,1954,1954,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ken Farragut,C-LB,85,2/16/2014,1,12/23/1928,4,1951,1954,0,1,3,0,43,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jack Finlay,G-LB,92,3/6/2014,1,9/8/1921,5,1947,1951,0,0,1,0,55,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Charlie Flowers,FB,77,12/7/2014,1,6/28/1937,3,1960,1962,0,0,1,8,28,0,0,0,0,0,0,,,111,416,4,25,35,383,1,55,,,,,,,,,,
Bill Frank,T,76,6/26/2014,1,4/13/1938,1,1964,1964,0,0,0,2,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Goose Gonsoulin,DB,76,9/8/2014,1,6/7/1938,8,1960,1967,2,5,8,48,108,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,46,,,,,,,,
Dick Hendley,BB,88,10/31/2014,1,8/6/1926,1,1951,1951,0,0,0,0,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Hal Herring,LB-C,89,2/9/2014,1,2/24/1924,4,1949,1952,0,0,1,0,46,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
Tom Holzer,DE,69,8/30/2014,1,8/2/1945,1,1967,1967,0,0,0,3,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Donnie Humphrey,NT-DE,53,9/2/2014,1,4/20/1961,3,1984,1986,0,0,1,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,,,,,,,
Hal Hunter,Coach,80,8/28/2014,1,6/3/1934,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen Jacobs,FB-HB,72,4/22/2014,1,5/19/1941,3,1965,1967,0,0,0,3,34,0,0,0,0,0,0,,,91,301,1,19,10,69,0,29,,,,,,,,,,
Jim Johnson,DB,68,1/10/2014,1,11/30/1945,1,1969,1969,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Aki Jones,DE-DT,32,10/12/2014,1,5/21/1982,1,2005,2005,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Joe Katchik,DT,83,2/9/2014,1,1/9/1931,1,1960,1960,0,0,0,2,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Kelly,T-DT,74,12/18/2014,1,8/18/1940,6,1961,1968,0,0,0,12,39,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Edward Kelley,DB,81,7/2/2014,1,6/8/1933,2,1961,1962,0,0,0,4,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Larry Kelm,LB,49,11/22/2014,1,11/29/1964,7,1987,1993,0,0,3,21,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,,,,,,,
Jim Kincaid,DB,84,9/25/2014,1,8/11/1930,1,1954,1954,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don King,DE-DT,85,4/15/2014,1,3/11/1929,3,1954,1960,0,0,0,3,31,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
John Kompara,DT,78,4/21/2014,1,4/12/1936,1,1960,1960,0,0,0,2,7,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Kreamcheck,DT,88,1/28/2014,1,1/7/1926,3,1953,1955,0,0,2,0,36,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Pete Ladygo,G-LB,89,8/22/2014,1,6/23/1925,2,1952,1954,0,0,2,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Hank Lauricella,HB,83,3/25/2014,1,10/9/1930,1,1952,1952,0,0,0,0,11,11,22,177,4,34,2,,,19,55,0,13,0,0,0,0,,,,,,,,,,
Jeff Leiding,LB,52,7/13/2014,1,10/28/1961,2,1986,1987,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,,,,
Hal Lewis,FB-HB-DB,79,12/14/2014,1,9/22/1935,3,1959,1962,0,0,0,0,26,0,0,0,0,0,0,,,13,20,0,14,10,107,0,25,,,,,,,,,,
Dave Lloyd,LB-C,77,8/9/2014,1,11/9/1936,12,1959,1970,0,1,8,48,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,,,,,,,,
Fran Lynch,RB,68,10/1/2014,1,12/3/1945,9,1967,1975,0,0,0,11,99,1,2,4,0,4,0,0,0,304,1258,12,54,35,357,2,40,,,,,,,,,,
Don Manoukian,G,80,9/23/2014,1,6/9/1934,1,1960,1960,0,0,1,6,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Toddrick McIntosh,DE,42,9/5/2014,1,1/22/1972,2,1994,1995,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,2,,,,,,,
Leon McLaughlin,C,89,10/27/2014,1,5/30/1925,5,1951,1955,0,1,5,0,60,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob McNamara,DB-FL-HB,82,7/20/2014,1,8/12/1931,2,1960,1961,0,0,2,11,28,0,0,0,0,0,0,,,17,33,1,7,7,143,1,55,,7,,,,,,,,
Eddie Meyer,T,77,3/15/2014,1,10/17/1936,1,1960,1960,0,0,0,3,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Mikula,FB-LB,87,3/24/2014,1,9/26/1926,1,1948,1948,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Mischak,G-TE,81,6/26/2014,1,10/25/1932,7,1958,1965,2,2,5,32,79,0,0,0,0,0,0,,,0,0,0,0,3,52,0,27,,,,,,,,,,
Sam Morley,E,81,1/25/2014,1,5/12/1932,1,1954,1954,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dennit Morris,LB,78,4/28/2014,1,4/15/1936,3,1958,1961,0,1,2,18,40,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5,,,,,,,,
Earl Morrall,QB,79,4/25/2014,1,5/17/1934,21,1956,1976,2,2,8,68,255,1379,2689,20809,161,98,148,58,487,235,878,8,40,0,0,0,0,,,,,,,,,,
John Morton,LB,84,7/19/2014,1,9/1/1929,1,1953,1953,0,0,1,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
Perry Moss,QB,88,8/7/2014,1,8/4/1926,1,1948,1948,0,0,0,0,6,4,17,20,0,10,0,,,5,2,0,3,0,0,0,0,,,,,,,,,,
Jim Myers,Coach,,7/17/2014,1,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Natowich,HB,95,10/30/2014,1,12/11/1918,1,1944,1944,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Robert Newhouse,RB,64,7/22/2014,1,1/9/1950,12,1972,1983,0,0,5,46,168,1,2,46,1,46,0,0,0,1160,4784,31,54,120,956,5,41,,,,,,,,,,
Reed Nilsen,C,93,2/9/2014,1,1/31/1921,1,1947,1947,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Chuck Noll,LB-G-C/Coach,82,6/13/2014,1,1/5/1932,7,1953,1959,0,0,5,0,77,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,8,,,,,,,,
Tommy O'Connell,QB,83,3/20/2014,1,9/26/1930,5,1953,1961,0,1,2,3,45,204,423,3261,21,76,34,,,61,72,4,17,0,0,0,0,,,,,,,,,,
Rupert Pate,G,96,5/20/2014,1,9/6/1917,3,1940,1942,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Paul,LB-MG-C,89,11/8/2014,1,3/18/1925,8,1948,1955,1,3,5,0,87,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,11,,,,,,,,
Charley Powell,DE-LB-E,82,9/1/2014,1,4/4/1932,7,1952,1961,0,0,5,10,83,0,0,0,0,0,0,,,0,0,0,0,1,27,0,27,,,,,,,,,,
Charley Quilter,T-DT,87,1/21/2014,1,5/8/1926,2,1949,1950,0,0,0,0,20,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Mike Reed,RB,39,1/31/2014,1,1/6/1975,1,1998,1998,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Regner,G,70,11/13/2014,1,4/19/1944,6,1967,1972,0,0,3,17,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott Ross,LB,45,9/21/2014,1,12/7/1968,1,1991,1991,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tim Rudnick,DB,62,9/7/2014,1,3/6/1952,1,1974,1974,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ken Russell,T,78,3/11/2014,1,11/2/1935,3,1957,1959,0,0,1,0,26,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Saidock,DT,84,9/7/2014,1,2/26/1930,4,1957,1962,0,0,3,12,41,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jimmy Saxton,HB,74,5/28/2014,1,5/21/1940,1,1962,1962,0,0,0,1,13,0,0,0,0,0,0,,,3,1,0,9,5,64,0,33,,,,,,,,,,
Wayne Siegert,T-LB-G,85,3/31/2014,1,3/24/1929,1,1951,1951,0,0,0,0,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Roy Simmons,G,57,2/20/2014,1,11/8/1956,4,1979,1983,0,0,2,12,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Robert Soleau,LB,73,6/21/2014,1,4/2/1941,1,1964,1964,0,0,0,3,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Gordie Soltau,E,89,10/26/2014,1,1/25/1925,9,1950,1958,1,3,7,0,107,0,0,0,0,0,0,,,1,-4,0,0,249,3487,25,54,,,,,,,,,,
Ed Sprinkle,DE-E-G-LB,90,7/28/2014,1,9/3/1923,12,1944,1955,0,4,7,0,132,0,1,0,0,0,0,,,3,2,0,5,32,451,7,47,,4,,,,,,,,
Rebel Steiner,DB,87,10/18/2014,1,8/27/1927,2,1950,1951,0,0,2,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,10,,,,,,,,
James Stinnette,FB-LB,75,4/9/2014,1,12/3/1938,2,1961,1962,0,0,0,2,24,0,0,0,0,0,0,,,39,95,1,14,24,167,1,32,,1,,,,,,,,
Dave Strickland,G,82,2/2/2014,1,6/13/1931,1,1960,1960,0,0,0,3,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Swink,HB,78,12/3/2014,1,3/14/1936,1,1960,1960,0,0,0,1,5,0,0,0,0,0,0,,,10,15,0,5,4,37,0,32,,,,,,,,,,
Deral Teteak,LB-G,85,12/18/2014,1,12/11/1929,5,1952,1956,0,1,2,0,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,6,,,,,,,,
Bobby Thompson,DB,74,3/11/2014,1,3/30/1939,6,1964,1969,0,0,4,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,,,,,,,,
Orlando Thomas,DB,42,11/9/2014,1,10/21/1972,7,1995,2001,0,0,6,36,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,22,1.5,,,,,,,
Rodney Thomas,RB,41,6/14/2014,1,3/30/1973,7,1995,2001,0,0,1,17,103,0,0,0,0,0,0,0,0,532,1973,12,74,91,631,3,33,,,,,,,,,,
Fuzzy Thurston,G,80,12/14/2014,1,12/29/1933,10,1958,1967,1,0,7,50,116,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Hal Turner,DE,84,2/9/2014,1,12/5/1929,1,1954,1954,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
T.J. Turner,LB,35,3/10/2014,1,10/1/1978,1,2001,2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
Al Vandeweghe,E-DE,93,2/2/2014,1,10/25/1920,1,1946,1946,0,0,0,0,5,0,0,0,0,0,0,,,0,0,0,0,6,67,1,0,,,,,,,,,,
Jim Van Wagner,RB,59,11/29/2014,1,5/3/1955,1,1978,1978,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,,,,,,,,,,
Sam Venuto,HB,86,7/12/2014,1,11/2/1927,1,1952,1952,0,0,0,0,3,0,0,0,0,0,0,,,4,16,1,6,0,0,0,0,,,,,,,,,,
Ed Vereb,HB,80,12/18/2014,1,5/21/1934,1,1960,1960,0,0,0,2,9,0,1,0,0,0,0,,,19,38,0,15,9,119,0,26,,,,,,,,,,
John Weaver,G,88,6/22/2014,1,3/31/1926,1,1949,1949,0,0,1,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Todd Williams,G,35,1/6/2014,1,9/4/1978,2,2004,2005,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dennis Wirgowski,DE-DT,66,1/25/2014,1,9/20/1947,4,1970,1973,0,0,3,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Bruce Womack,G,84,2/24/2014,1,5/12/1929,1,1951,1951,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Abe Woodson,DB-HB,79,2/8/2014,1,2/15/1934,9,1958,1966,2,5,8,57,116,0,0,0,0,0,0,,,20,39,0,14,8,74,0,28,,19,,,,,,,,
Wilbur Young,DE-DT,65,7/5/2014,1,4/20/1949,12,1971,1982,0,0,7,41,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,,,,,,,
Walt Yowarsky,DE-C-T,86,11/30/2014,1,5/10/1928,6,1951,1958,0,0,4,0,64,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott Adams,G-T,46,9/16/2013,1,9/28/1966,6,1992,1997,0,0,1,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Alberghini,G,94,11/26/2013,1,10/27/1919,1,1945,1945,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Albright,G-T-DT,83,1/17/2013,1,4/4/1929,4,1951,1954,0,0,2,0,47,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Alderton,DE,81,5/8/2013,1,9/5/1931,1,1953,1953,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Austin,G-T/Coach,84,5/22/2013,1,10/18/1928,7,1949,1957,0,1,5,0,75,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Jim Barton,C,79,6/24/2013,1,6/12/1934,3,1960,1962,0,0,2,15,42,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Hezekiah Braxton,FB,79,8/9/2013,1,4/11/1934,2,1962,1963,0,0,0,0,9,0,0,0,0,0,0,,,17,35,1,15,4,17,0,10,,,,,,,,,,
Don Brown,HB,75,6/25/2013,1,8/30/1937,1,1960,1960,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George Brown,G-DG,89,1/21/2013,1,9/23/1923,2,1949,1950,0,0,0,0,20,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Brown,E,92,6/4/2013,1,5/22/1921,1,1942,1942,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,4,69,0,30,,,,,,,,,,
Ted Burgmeier,DB,57,7/7/2013,1,11/8/1955,1,1978,1978,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jack Butler,DB,85,5/11/2013,1,11/12/1927,9,1951,1959,3,4,8,0,103,0,0,0,0,0,0,,,0,0,0,0,7,102,4,33,,52,,,,,,,,
Jim Canady,B,87,2/19/2013,1,1/14/1926,2,1948,1949,0,0,0,0,15,0,0,0,0,0,0,,,25,99,0,46,5,80,0,26,,5,,,,,,,,
Rick Casares,FB,82,9/13/2013,1,7/4/1931,12,1955,1966,1,5,6,19,130,5,15,107,3,35,3,,,1431,5797,49,81,191,1588,11,51,,,,,,,,,,
Jim Cason,DB-HB,86,11/24/2013,1,7/25/1927,8,1948,1956,0,2,5,0,89,8,15,78,1,38,1,,,82,351,4,59,40,519,4,43,,34,,,,,,,,
Frank Chamberlin,LB,35,11/17/2013,1,1/2/1978,5,2000,2005,0,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,1,,,,,,,
Todd Christensen,TE-FB,57,11/13/2013,1,8/3/1956,10,1979,1988,2,5,6,51,137,0,0,0,0,0,0,1,7,1,-6,0,0,461,5872,41,50,,,,,,,,,,
Ken Clark,TE-RB,46,2/16/2013,1,6/11/1966,3,1990,1992,0,0,1,4,34,0,0,0,0,0,0,0,0,161,510,0,25,43,314,0,23,,,,,,,,,,
Walt Clay,B,89,5/3/2013,1,1/8/1924,4,1946,1949,0,0,0,0,47,13,28,148,2,8,3,,,169,652,4,0,15,218,1,0,,9,,,,,,,,
Ray Coates,HB-DB,89,7/3/2013,1,5/8/1924,2,1948,1949,0,0,0,0,21,1,2,26,1,26,0,,,77,231,3,18,8,152,1,51,,1,,,,,,,,
Angelo Coia,SE-WR,74,1/2/2013,1,4/21/1938,7,1960,1966,0,0,2,19,77,0,0,0,0,0,0,,,5,-2,0,25,121,2037,20,80,,,,,,,,,,
Fred Cole,G,76,10/11/2013,1,6/14/1937,1,1960,1960,0,0,1,7,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dave Costa,DT-DE,71,5/20/2013,1,10/27/1941,12,1963,1974,0,4,10,56,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bobby Crespino,SE-TE,75,7/29/2013,1,1/11/1938,8,1961,1968,0,0,0,8,107,0,0,0,0,0,0,,,0,0,0,0,58,741,9,49,,,,,,,,,,
Billy Cross,HB,84,7/5/2013,1,5/3/1929,3,1951,1953,0,0,1,0,36,0,0,0,0,0,0,,,175,826,6,56,52,841,6,80,,,,,,,,,,
Jack Davis,G,80,1/1/2013,1,3/12/1932,1,1960,1960,0,0,1,5,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Art DeCarlo,DB-E,82,12/21/2013,1,3/23/1931,6,1953,1960,0,0,2,4,61,0,0,0,0,0,0,,,0,0,0,0,9,126,0,22,,7,,,,,,,,
Jack Del Bello,QB,85,8/23/2013,1,12/9/1927,1,1953,1953,0,0,0,0,5,27,61,229,1,66,5,,,14,14,0,9,0,0,0,0,,,,,,,,,,
Burt Delavan,T,83,8/15/2013,1,12/2/1929,2,1955,1956,0,0,0,0,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Frank Dempsey,LB-MG-G-T,88,6/1/2013,1,5/27/1925,4,1950,1953,0,0,1,0,39,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Don Deskins,DT-G,80,2/26/2013,1,5/10/1932,1,1960,1960,0,0,1,6,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Didion,C-LB,66,12/10/2013,1,10/24/1947,6,1969,1974,0,0,4,23,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Dixon,NT,49,5/0/2013,0,1/8/1964,1,1987,1987,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Art Donovan,DT-T,88,8/4/2013,1,6/5/1925,12,1950,1961,4,5,12,17,138,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Walt Dubzinski,C-G,93,4/26/2013,1,10/26/1919,2,1943,1944,0,0,0,0,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Dick Duden,DE-E,88,3/31/2013,1,11/29/1924,1,1949,1949,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,2,15,0,10,,,,,,,,,,
Ron Duncan,TE,70,9/26/2013,1,9/8/1943,1,1967,1967,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jeff Durkota,FB-LB,89,3/5/2013,1,12/20/1923,1,1948,1948,0,0,0,0,12,0,0,0,0,0,0,,,14,66,0,0,2,12,0,0,,1,,,,,,,,
Walt Easley,RB,55,2/14/2013,1,9/8/1957,2,1981,1982,0,0,0,2,13,1,1,5,0,5,0,0,0,81,235,1,9,9,62,0,21,,,,,,,,,,
Allan Ellis,DB,62,9/18/2013,1,8/19/1951,8,1973,1981,0,1,5,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,,,,,,,,
Dick Evey,DT-DE-G,72,5/23/2013,1,2/13/1941,8,1964,1971,0,0,7,39,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,
Chuck Fairbanks,Coach,79,4/2/2013,1,6/10/1933,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Francis,QB-HB,76,4/15/2013,1,4/21/1936,2,1958,1959,0,0,0,0,24,20,49,266,2,50,3,,,26,158,1,20,0,0,0,0,,,,,,,,,,
Willie Frazier,TE,71,9/5/2013,1,6/19/1942,10,1964,1975,1,3,4,32,121,0,0,0,0,0,0,0,0,6,118,1,70,209,3088,36,80,,,,,,,,,,
Sonny Gandee,LB-DE,84,7/21/2013,1,2/27/1929,5,1952,1956,0,0,3,0,53,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
Frank Gaul,T,87,9/15/2013,1,8/8/1926,1,1949,1949,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ron Goodwin,FL-SE-WR,72,12/12/2013,1,1/9/1941,6,1963,1968,0,0,4,11,56,0,0,0,0,0,0,,,2,-22,0,1,78,1079,9,44,,,,,,,,,,
L.C. Greenwood,DE,67,9/29/2013,1,9/8/1946,13,1969,1981,2,6,10,80,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Glynn Gregory,E-DB,73,2/14/2013,1,7/6/1939,2,1961,1962,0,0,0,1,20,0,0,0,0,0,0,,,0,0,0,0,6,100,0,44,,1,,,,,,,,
Earl Gros,FB,72,7/15/2013,1,8/29/1940,9,1962,1970,0,0,5,35,108,1,4,63,1,63,0,0,0,821,3157,28,59,142,1255,10,48,,,,,,,,,,
Bob Heck,DE-E,87,4/17/2013,1,6/17/1925,1,1949,1949,0,0,0,0,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Robert Hecker,DB,87,2/24/2013,1,7/29/1925,1,1952,1952,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Carey Henley,HB,76,4/15/2013,1,9/24/1936,1,1962,1962,0,0,0,0,1,0,0,0,0,0,0,,,3,2,0,4,0,0,0,0,,,,,,,,,,
Tom Higgins,T-G-DT,83,9/16/2013,1,2/26/1930,3,1953,1955,0,0,2,0,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Harlon Hill,E-DB,80,3/21/2013,1,5/4/1932,9,1954,1962,2,3,6,4,103,0,1,0,0,0,0,,,12,103,0,24,233,4717,40,88,,3,,,,,,,,
John Holt,DB,53,2/13/2013,1,5/14/1959,8,1981,1988,0,0,3,24,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,1.5,,,,,,,
Thomas Howard,LB,30,11/18/2013,1,7/14/1983,8,2006,2013,0,0,5,34,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,7,6,,,,,,,
Jim Hudson,DB,70,6/25/2013,1,3/31/1943,6,1965,1970,0,0,3,27,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,,,,,,,,
Ken Hutcherson,LB,61,12/18/2013,1,7/14/1952,2,1974,1975,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Paul Hynes,DB,73,8/22/2013,1,9/9/1939,2,1961,1962,0,0,1,10,23,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
John Idzik,Coach,85,12/3/2013,1,6/25/1928,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudis James,WR-HB,69,2/25/2013,1,11/7/1943,2,1967,1968,0,0,0,2,15,0,0,0,0,0,0,,,1,15,0,15,8,148,2,24,,,,,,,,,,
Dave Jennings,P,61,6/19/2013,1,6/8/1952,14,1974,1987,2,4,14,28,205,4,5,63,0,28,0,1,13,6,16,0,9,0,0,0,0,,,,,,,,,,
Deacon Jones,DE,74,6/3/2013,1,12/9/1938,14,1961,1974,5,8,13,91,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,
Fred Julian,DB,75,5/4/2013,1,1/27/1938,1,1960,1960,0,0,1,6,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,6,,,,,,,,
Bob Kahler,DB-HB,96,4/16/2013,1,2/14/1917,3,1942,1944,0,0,0,0,19,0,0,0,0,0,0,,,9,9,0,13,2,21,0,12,,,,,,,,,,
Dave Kocourek,TE-FL,75,4/24/2013,1,8/20/1937,9,1960,1968,0,4,7,41,115,0,0,0,0,0,0,,,0,0,0,0,249,4090,24,76,,,,,,,,,,
Johnny Kovatch,E,101,10/11/2013,1,6/6/1912,1,1938,1938,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,8,97,1,42,,,,,,,,,,
Chet Lagod,G,85,10/25/2013,1,1/8/1928,1,1953,1953,0,0,1,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
